#data decimated by hand by Tod,,
#Time,Eng. Strain,Eng. Stress
112.35,0.010268,14.8857
113.35,0.010269,14.8737
114.35,0.010269,14.8631
115.35,0.010272,14.8511
116.35,0.01027,14.8399
117.35,0.010271,14.8293
118.35,0.010272,14.819
119.35,0.010268,14.8096
120.35,0.010275,14.7987
121.35,0.010271,14.789
122.35,0.010274,14.7787
123.35,0.010274,14.7677
124.35,0.010272,14.7596
125.35,0.010275,14.75
126.35,0.010274,14.7402
127.35,0.010277,14.7298
128.35,0.010275,14.7227
129.35,0.010276,14.7127
130.35,0.010278,14.7002
131.35,0.010273,14.693
132.35,0.010276,14.6845
133.35,0.010276,14.675
134.35,0.010276,14.6673
135.35,0.010276,14.6571
136.35,0.010279,14.6491
137.35,0.010277,14.6405
138.35,0.010277,14.6324
139.35,0.010281,14.6241
140.35,0.010277,14.6155
141.35,0.010279,14.607
142.35,0.010276,14.5985
143.35,0.010279,14.5923
144.35,0.010281,14.5822
145.35,0.010284,14.5746
146.35,0.010277,14.5649
147.35,0.01028,14.5581
148.35,0.010284,14.5493
149.35,0.010285,14.5422
150.35,0.010282,14.5333
151.35,0.010284,14.5261
152.35,0.010285,14.5191
153.35,0.010285,14.5122
154.35,0.010285,14.5041
155.35,0.010283,14.4975
156.35,0.010285,14.4886
157.35,0.010285,14.4823
158.35,0.010287,14.4742
159.35,0.010286,14.4668
160.35,0.010286,14.4606
161.35,0.010287,14.4516
162.35,0.010287,14.4458
163.35,0.010286,14.4385
164.35,0.010286,14.4309
165.35,0.010286,14.4233
166.35,0.010287,14.4169
167.35,0.010287,14.4096
168.35,0.010286,14.4038
169.35,0.010284,14.3974
170.35,0.010287,14.3897
171.35,0.010288,14.3841
172.35,0.010287,14.3759
173.35,0.010287,14.3696
174.35,0.010289,14.3645
175.35,0.010288,14.3578
176.35,0.010289,14.3497
177.35,0.010288,14.3439
178.35,0.010287,14.339
179.35,0.010293,14.3327
180.35,0.010292,14.3259
181.35,0.01029,14.3217
182.35,0.010291,14.3131
183.35,0.010291,14.3051
184.35,0.010292,14.2959
185.35,0.010295,14.2966
186.35,0.010293,14.2878
187.35,0.01029,14.2823
188.35,0.010291,14.2781
189.35,0.01029,14.2684
190.35,0.010291,14.2645
191.35,0.010293,14.2586
192.35,0.010292,14.2529
193.35,0.010291,14.2464
194.35,0.010289,14.2409
195.35,0.010293,14.2351
196.35,0.010291,14.2288
197.35,0.010292,14.2236
198.35,0.010294,14.2183
199.35,0.010292,14.2127
200.35,0.010291,14.2061
201.35,0.010295,14.2025
202.35,0.010293,14.195
203.35,0.010295,14.19
204.35,0.010297,14.185
205.35,0.010294,14.1795
206.35,0.010294,14.1749
207.35,0.010298,14.1682
208.35,0.010295,14.1618
209.35,0.010293,14.1584
210.35,0.010296,14.1529
211.35,0.010293,14.1474
212.35,0.010292,14.1404
213.35,0.010295,14.1367
214.35,0.010295,14.1321
215.35,0.010298,14.1253
216.35,0.010295,14.1209
217.35,0.010298,14.1153
218.35,0.010296,14.1094
219.35,0.010295,14.1064
220.35,0.010297,14.0991
221.35,0.010292,14.0945
222.35,0.010297,14.0907
223.35,0.010295,14.0855
224.35,0.010298,14.0809
225.35,0.010297,14.075
226.35,0.010295,14.0712
227.35,0.010298,14.067
228.35,0.0103,14.0603
229.35,0.010298,14.0564
230.35,0.010297,14.0518
231.35,0.010297,14.0473
232.35,0.010297,14.0412
233.35,0.010295,14.0385
234.35,0.0103,14.0326
235.35,0.010294,14.0284
236.35,0.010299,14.0225
237.35,0.010298,14.0195
238.35,0.0103,14.0131
239.35,0.010298,14.0097
240.35,0.010296,14.0068
241.35,0.010298,14.0012
242.35,0.010299,13.9965
243.35,0.010295,13.9917
244.35,0.0103,13.9878
245.35,0.0103,13.9822
246.35,0.010299,13.9783
247.35,0.010298,13.975
248.35,0.010299,13.969
249.35,0.010301,13.9666
250.35,0.010299,13.9619
251.35,0.010299,13.9583
252.35,0.0103,13.9529
253.35,0.010297,13.948
254.35,0.0103,13.9444
255.35,0.010299,13.9396
256.35,0.010303,13.9363
257.35,0.010302,13.9316
258.35,0.010299,13.9278
259.35,0.010299,13.923
260.35,0.0103,13.9196
261.35,0.010303,13.9146
262.35,0.010301,13.9104
263.35,0.010303,13.907
264.35,0.010302,13.9022
265.35,0.010299,13.8975
266.35,0.0103,13.8936
267.35,0.010304,13.8906
268.35,0.0103,13.8863
269.35,0.010302,13.8815
270.35,0.010299,13.8782
271.35,0.0103,13.8744
272.35,0.010302,13.8697
273.35,0.0103,13.8666
274.35,0.010302,13.8628
275.35,0.010302,13.8597
276.35,0.010299,13.855
277.35,0.010305,13.8493
278.35,0.010306,13.8466
279.35,0.010302,13.8435
280.35,0.010303,13.8397
281.35,0.0103,13.8343
282.35,0.010299,13.8317
283.35,0.010304,13.8286
284.35,0.010303,13.8241
285.35,0.010302,13.8198
286.35,0.010302,13.8204
287.35,0.0103,13.8128
288.35,0.010305,13.8086
289.35,0.010302,13.8051
290.35,0.010304,13.8025
291.35,0.0103,13.7973
292.35,0.010306,13.7949
293.35,0.010304,13.7913
294.35,0.010307,13.7868
295.35,0.010302,13.7836
296.35,0.010304,13.7795
297.35,0.010303,13.7768
298.35,0.010303,13.7717
299.35,0.010303,13.768
300.35,0.010305,13.7663
301.35,0.010303,13.7622
302.35,0.010303,13.7578
303.35,0.010304,13.7536
304.35,0.010304,13.7506
305.35,0.010306,13.7471
306.35,0.010304,13.7434
307.35,0.010304,13.7399
308.35,0.010303,13.7363
309.35,0.010302,13.7336
310.35,0.010307,13.7294
311.35,0.010306,13.727
312.35,0.010303,13.724
313.35,0.010304,13.7214
314.35,0.010303,13.7182
315.35,0.010305,13.7136
316.35,0.010303,13.7098
317.35,0.010306,13.7073
318.35,0.010305,13.7025
319.35,0.010305,13.7013
320.35,0.010305,13.6969
321.35,0.010309,13.6928
322.35,0.010305,13.6907
323.35,0.010303,13.6865
